"Method","Uri","Action","Noun","OurCommand","Evidence"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/merge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeMerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/merge and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeMerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/unmerge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeUnmerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/unmerge and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeUnmerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/add","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnAdd","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/add and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnAdd' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/convertToRange","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableConvertToRange","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/convertToRange and 'Invoke-MgDriveItemWorkbookWorksheetTableConvertToRange' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableDataBodyRangeClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/clear and 'Invoke-MgDriveItemWorkbookWorksheetTableDataBodyRangeClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/delete","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableDataBodyRangeDelete","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/delete and 'Invoke-MgDriveItemWorkbookWorksheetTableDataBodyRangeDelete' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/insert","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableDataBodyRangeInsert","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/insert and 'Invoke-MgDriveItemWorkbookWorksheetTableDataBodyRangeInsert' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/merge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableDataBodyRangeMerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/merge and 'Invoke-MgDriveItemWorkbookWorksheetTableDataBodyRangeMerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/unmerge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableDataBodyRangeUnmerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/unmerge and 'Invoke-MgDriveItemWorkbookWorksheetTableDataBodyRangeUnmerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/headerRowRange/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableHeaderRowRangeClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/headerRowRange/clear and 'Invoke-MgDriveItemWorkbookWorksheetTableHeaderRowRangeClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/headerRowRange/delete","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableHeaderRowRangeDelete","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/headerRowRange/delete and 'Invoke-MgDriveItemWorkbookWorksheetTableHeaderRowRangeDelete' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/headerRowRange/insert","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableHeaderRowRangeInsert","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/headerRowRange/insert and 'Invoke-MgDriveItemWorkbookWorksheetTableHeaderRowRangeInsert' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/headerRowRange/merge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableHeaderRowRangeMerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/headerRowRange/merge and 'Invoke-MgDriveItemWorkbookWorksheetTableHeaderRowRangeMerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/headerRowRange/unmerge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableHeaderRowRangeUnmerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/headerRowRange/unmerge and 'Invoke-MgDriveItemWorkbookWorksheetTableHeaderRowRangeUnmerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/range/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableRangeClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/range/clear and 'Invoke-MgDriveItemWorkbookWorksheetTableRangeClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/range/delete","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableRangeDelete","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/range/delete and 'Invoke-MgDriveItemWorkbookWorksheetTableRangeDelete' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/range/insert","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableRangeInsert","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/range/insert and 'Invoke-MgDriveItemWorkbookWorksheetTableRangeInsert' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/range/merge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableRangeMerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/range/merge and 'Invoke-MgDriveItemWorkbookWorksheetTableRangeMerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/range/unmerge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableRangeUnmerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/range/unmerge and 'Invoke-MgDriveItemWorkbookWorksheetTableRangeUnmerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/reapplyFilters","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableReapplyFilters","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/reapplyFilters and 'Invoke-MgDriveItemWorkbookWorksheetTableReapplyFilters' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/rows","suppress",,"New-MgDriveItemWorkbookWorksheetTableRow","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/rows and 'New-MgDriveItemWorkbookWorksheetTableRow' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/rows/{param}/range/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableRowRangeClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/rows/{param}/range/clear and 'Invoke-MgDriveItemWorkbookWorksheetTableRowRangeClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/rows/{param}/range/delete","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableRowRangeDelete","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/rows/{param}/range/delete and 'Invoke-MgDriveItemWorkbookWorksheetTableRowRangeDelete' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/rows/{param}/range/insert","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableRowRangeInsert","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/rows/{param}/range/insert and 'Invoke-MgDriveItemWorkbookWorksheetTableRowRangeInsert' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/rows/{param}/range/merge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableRowRangeMerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/rows/{param}/range/merge and 'Invoke-MgDriveItemWorkbookWorksheetTableRowRangeMerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/rows/{param}/range/unmerge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableRowRangeUnmerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/rows/{param}/range/unmerge and 'Invoke-MgDriveItemWorkbookWorksheetTableRowRangeUnmerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/rows/add","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableRowAdd","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/rows/add and 'Invoke-MgDriveItemWorkbookWorksheetTableRowAdd' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/sort/apply","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableSortApply","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/sort/apply and 'Invoke-MgDriveItemWorkbookWorksheetTableSortApply' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/sort/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableSortClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/sort/clear and 'Invoke-MgDriveItemWorkbookWorksheetTableSortClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/sort/reapply","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableSortReapply","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/sort/reapply and 'Invoke-MgDriveItemWorkbookWorksheetTableSortReapply' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/totalRowRange/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableTotalRowRangeClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/totalRowRange/clear and 'Invoke-MgDriveItemWorkbookWorksheetTableTotalRowRangeClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/totalRowRange/delete","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableTotalRowRangeDelete","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/totalRowRange/delete and 'Invoke-MgDriveItemWorkbookWorksheetTableTotalRowRangeDelete' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/totalRowRange/insert","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableTotalRowRangeInsert","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/totalRowRange/insert and 'Invoke-MgDriveItemWorkbookWorksheetTableTotalRowRangeInsert' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/totalRowRange/merge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableTotalRowRangeMerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/totalRowRange/merge and 'Invoke-MgDriveItemWorkbookWorksheetTableTotalRowRangeMerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/totalRowRange/unmerge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableTotalRowRangeUnmerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/totalRowRange/unmerge and 'Invoke-MgDriveItemWorkbookWorksheetTableTotalRowRangeUnmerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/add","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableAdd","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/add and 'Invoke-MgDriveItemWorkbookWorksheetTableAdd' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/usedRange/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetUsedRangeClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/usedRange/clear and 'Invoke-MgDriveItemWorkbookWorksheetUsedRangeClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/usedRange/delete","suppress",,"Invoke-MgDriveItemWorkbookWorksheetUsedRangeDelete","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/usedRange/delete and 'Invoke-MgDriveItemWorkbookWorksheetUsedRangeDelete' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/usedRange/insert","suppress",,"Invoke-MgDriveItemWorkbookWorksheetUsedRangeInsert","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/usedRange/insert and 'Invoke-MgDriveItemWorkbookWorksheetUsedRangeInsert' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/usedRange/merge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetUsedRangeMerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/usedRange/merge and 'Invoke-MgDriveItemWorkbookWorksheetUsedRangeMerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/usedRange/unmerge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetUsedRangeUnmerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/usedRange/unmerge and 'Invoke-MgDriveItemWorkbookWorksheetUsedRangeUnmerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/add","suppress",,"Invoke-MgDriveItemWorkbookWorksheetAdd","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/add and 'Invoke-MgDriveItemWorkbookWorksheetAdd' unshipped"
"POST","/drives/{param}/list/columns","keep",,"New-MgDriveListColumn","New-MgDriveListColumn"
"POST","/drives/{param}/list/contentTypes","keep",,"New-MgDriveListContentType","New-MgDriveListContentType"
"POST","/drives/{param}/list/contentTypes/{param}/associateWithHubSites","rename","DriveListContentTypeWithHubSite","Invoke-MgDriveListContentTypeAssociateWithHubSites","Join-MgDriveListContentTypeWithHubSite"
"POST","/drives/{param}/list/contentTypes/{param}/columnLinks","keep",,"New-MgDriveListContentTypeColumnLink","New-MgDriveListContentTypeColumnLink"
"POST","/drives/{param}/list/contentTypes/{param}/columns","keep",,"New-MgDriveListContentTypeColumn","New-MgDriveListContentTypeColumn"
"POST","/drives/{param}/list/contentTypes/{param}/copyToDefaultContentLocation","rename","DriveListContentTypeToDefaultContentLocation","Invoke-MgDriveListContentTypeCopyToDefaultContentLocation","Copy-MgDriveListContentTypeToDefaultContentLocation"
"POST","/drives/{param}/list/contentTypes/{param}/publish","rename","DriveListContentType","Invoke-MgDriveListContentTypePublish","Publish-MgDriveListContentType"
"POST","/drives/{param}/list/contentTypes/{param}/unpublish","rename","DriveListContentType","Invoke-MgDriveListContentTypeUnpublish","Unpublish-MgDriveListContentType"
"POST","/drives/{param}/list/contentTypes/addCopy","rename","DriveListContentTypeCopy","Invoke-MgDriveListContentTypeAddCopy","Add-MgDriveListContentTypeCopy"
"POST","/drives/{param}/list/contentTypes/addCopyFromContentTypeHub","rename","DriveListContentTypeCopyFromContentTypeHub","Invoke-MgDriveListContentTypeAddCopyFromContentTypeHub","Add-MgDriveListContentTypeCopyFromContentTypeHub"
"POST","/drives/{param}/list/items","keep",,"New-MgDriveListItem","New-MgDriveListItem"
"POST","/drives/{param}/list/items/{param}/createLink","rename","DriveListItemLink","Invoke-MgDriveListItemCreateLink","New-MgDriveListItemLink"
"POST","/drives/{param}/list/items/{param}/documentSetVersions","keep",,"New-MgDriveListItemDocumentSetVersion","New-MgDriveListItemDocumentSetVersion"
